covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
subject_id,-1.572349148184892e-08,0.9999999842765086,1.0152662974420325e-08,-3.562234525888606e-08,4.175362295188218e-09,0.9999999643776554,1.0000000041753623,0.0,-1.5487061396073443,0.1214523773123943,3.0415373652821738
gender,0.1061361926394604,1.111973308774248,0.06940138611646185,-0.029888024625962947,0.24216040990488374,0.970554205634295,1.2739985384105965,0.0,1.5293094068950468,0.12618775871231347,2.986356131489393
anchor_age,0.3544079552299375,1.4253365413849177,0.014754531021003492,0.32548960581999165,0.3833263046398834,1.3847084413528101,1.4671566920053831,0.0,24.020279243401756,1.707420608311843e-127,421.1130495530919
disch_age,-0.35746300000959985,0.6994485780546361,0.014704097913388774,-0.3862825023449924,-0.3286434976742073,0.679578516035624,0.7198996168928429,0.0,-24.310433874635244,1.520565883745756e-130,431.2460440079104
CKD_stage_first,-1.0850627453214987,0.3378805848036637,0.048160975006104244,-1.1794565217937967,-0.9906689688492006,0.3074457832872521,0.37132820091600005,0.0,-22.529916497412493,2.113543384165049e-112,370.9762829008794
eGFR_first,-0.030636575781812867,0.9698279680087705,0.01386575371155376,-0.05781295367496082,-0.0034601978886649176,0.9438264702000424,0.996545781697211,0.0,-2.209513916022082,0.027138915558802133,5.203493116372272
eGFR_last,0.03557611925831598,1.0362165211591938,0.014078648368533115,0.007982475504987489,0.06316976301164448,1.008014420405805,1.0652076567426438,0.0,2.5269555945321716,0.011505604919970486,6.441519352922921
eGFR_min,-0.010335874514364397,0.9897173570804064,0.013603409232161303,-0.03699806667636022,0.016326317647631428,0.9636779984487079,1.0164603202346132,0.0,-0.7598003072588766,0.4473739592326008,1.1604468125166434
eGFR_max,0.00975903329372511,1.0098068079441362,0.013855372063936472,-0.01739699694399277,0.03691506353144299,0.9827534570613062,1.0376048866004792,0.0,0.70435014294033,0.48121474662134023,1.0552472409197273
eGFR_mean,-0.0129349164567682,0.9871483800438868,0.0137973256708347,-0.03997717785457415,0.014107344941037752,0.9608113666788428,1.0142073231206787,0.0,-0.9374944656202838,0.3485042692577034,1.5207517653383102
eGFR_median,-0.018723692265724845,0.9814505071472969,0.013833315678562042,-0.045836492782479706,0.008389108251030016,0.9551981312116007,1.00842439542661,0.0,-1.3535216502534952,0.17588903823464172,2.507262520987705
"Albumin/Creatinine,_Urine_first",0.00015165726618454126,1.0001516687667291,9.762087996074944e-05,-3.967614267763551e-05,0.000342990675046718,0.9999603246444101,1.0003430495030738,0.0,1.5535330786356187,0.12029583300152548,3.055341425874245
"Albumin/Creatinine,_Urine_last",0.0002215011388373229,1.000221525672026,0.00010443722255520443,1.680794398372805e-05,0.00042619433369091774,1.000016808085238,1.0004262851673997,0.0,2.120902235984299,0.0339300304690318,4.881293464190871
"Albumin/Creatinine,_Urine_min",-0.00021614286842602776,0.9997838804887609,0.00016567671500497826,-0.000540863262912692,0.0001085775260606364,0.9994592829772554,1.0001085834208134,0.0,-1.3046061929676303,0.1920269784098599,2.3806190814207007
"Albumin/Creatinine,_Urine_max",-0.00020740353667052344,0.9997926179699561,0.00012321748919768248,-0.00044890537776343423,3.4098304422387375e-05,0.9995511953651803,1.000034098885776,0.0,-1.6832313174128886,0.0923303204355901,3.4370516961956303
"Albumin/Creatinine,_Urine_mean",0.0002936558246291817,1.0002936989457216,0.000340070445283139,-0.00037287000033226983,0.0009601816495906333,0.9996271995070469,1.0009606427715658,0.0,0.8635146885072209,0.38785454702506583,1.3664123796619183
"Albumin/Creatinine,_Urine_median",-0.0001591466001203242,0.999840866063028,0.00019633252301315288,-0.0005439512742199851,0.00022565807397933674,0.9994561966404537,1.0002256835366776,0.0,-0.8105972341101252,0.4175970057612429,1.259816727301626
Bicarbonate_first,-0.001731616077744866,0.9982698823043765,0.009187406281067505,-0.01973860149997425,0.016275369344484522,0.9804549292606868,1.0164085346252867,0.0,-0.18847714194518736,0.850502632484821,0.23361239354671035
Bicarbonate_last,0.016590085633730017,1.0167284652887163,0.008618095493331623,-0.00030107114852691297,0.03348124241598695,0.9996989741688432,1.0340480473012432,0.0,1.925029218644286,0.054225702954763796,4.204879339382418
Bicarbonate_min,-0.01784646883918931,0.9823118362579544,0.018409317623811695,-0.05392806836181872,0.018235130683440102,0.9475002592964262,1.0184024058937942,0.0,-0.9694258746508689,0.3323327476379988,1.5892996335542524
Bicarbonate_max,0.015325214566999824,1.0154432478587738,0.015656940527085057,-0.01536182497417246,0.046012254108172106,0.9847555659772856,1.0470872419986494,0.0,0.9788128491954493,0.3276724596990256,1.6096736729230983
Bicarbonate_mean,-0.09424661439360713,0.9100583010881591,0.05649710037503536,-0.2049788963596208,0.016485667572406562,0.8146645086168244,1.0166223060160477,0.0,-1.6681672823558273,0.0952825237816123,3.391644562897267
Bicarbonate_median,0.03418765806612264,1.034778773092529,0.04393492695923575,-0.0519232164373773,0.12029853256962258,0.9494017624939444,1.1278334963589343,0.0,0.7781430500121931,0.4364846859440368,1.1959970570696796
Albumin_first,0.008489017495204027,1.0085251513789055,0.07909051580046146,-0.1465255449923965,0.16350357998280457,0.8637036687493053,1.1776295710734903,0.0,0.1073329388396086,0.9145248540560518,0.12890571623522215
Albumin_last,-0.11431788723965397,0.891974363541335,0.07582873766798855,-0.2629394820620473,0.034303707582739346,0.76878842139336,1.034898865637158,0.0,-1.5075799855747012,0.13166205836101394,2.9250884372255683
Albumin_min,0.06461408885849801,1.0667472752813216,0.12435416250552972,-0.17911559097998142,0.30834376869697744,0.8360092586822611,1.361168835754031,0.0,0.5195973142887339,0.603344270384379,0.7289466508939624
Albumin_max,0.03826962632382893,1.0390113399226844,0.13518566448407768,-0.2266894072910788,0.30322865993873666,0.7971683385172963,1.354224085838438,0.0,0.2830893828120094,0.7771083201391449,0.36381238681329015
Albumin_mean,-0.363831401050932,0.6950083625449675,0.40241368043868825,-1.1525477215969715,0.4248849194951075,0.31583109379764596,1.5294144037537991,0.0,-0.9041228435730712,0.36593026672385787,1.4503593464786508
Albumin_median,0.17085484150483768,1.1863185323097216,0.25559464141255434,-0.33010145030519866,0.671811133314874,0.7188508020992707,1.9577799120367985,0.0,0.6684601858654052,0.5038398882208281,0.988962752369826
Phosphate_first,0.03248177183438302,1.0330150630027004,0.032174364732974345,-0.03057882426770237,0.09554236793646842,0.9698839786596841,1.1002554365988837,0.0,1.009554410909429,0.31270882079262197,1.6771081799599086
Phosphate_last,0.033126895007294474,1.0336816999661662,0.029596959976148602,-0.024882080597830245,0.09113587061241919,0.9754249267711909,1.0954178302392152,0.0,1.1192668109829709,0.2630263302925456,1.9267208669245726
Phosphate_min,-0.2776145102109671,0.7575888079815813,0.07006514875946733,-0.41493967835096435,-0.1402893420709699,0.6603801147210544,0.8691067298738802,0.0,-3.9622339369322375,7.425173210568729e-05,13.717215793693258
Phosphate_max,-0.03567001080532067,0.9649586668837268,0.03045217452907173,-0.09535517613322925,0.0240151545225879,0.9090500042576503,1.0243058406390002,0.0,-1.1713452768789185,0.2414600189839,2.0501437678915853
Phosphate_mean,0.2876175579892806,1.333247316824684,0.18069628330445342,-0.06654064942769433,0.6417757654062556,0.9356248824673093,1.8998515763418962,0.0,1.5917181733321908,0.11144804304227486,3.1655568108872094
Phosphate_median,-0.08542959831007278,0.9181177778220446,0.14044887619856358,-0.36070433732838225,0.18984514070823666,0.6971850996063264,1.209062348619994,0.0,-0.6082611739042629,0.5430142675336628,0.8809379899891372
"Calcium,_Total_first",-0.01241959743974717,0.9876572074697093,0.05265232395354458,-0.11561625609103014,0.0907770612115358,0.8908170033143072,1.0950248545297356,0.0,-0.23587937829116615,0.8135262705273961,0.29773916048599813
"Calcium,_Total_last",0.017679897805558207,1.0178371123444325,0.053889085708672416,-0.08794076934323186,0.12330056495434827,0.9158151194478968,1.1312243762586116,0.0,0.32807937958229205,0.7428516446057052,0.42885397693965654
"Calcium,_Total_min",0.09812845940799722,1.103104480155762,0.07485071374797424,-0.04857624375514938,0.24483316257114382,0.9525847079017963,1.2774081759300715,0.0,1.3109889604847351,0.18986149334303315,2.396980759153397
"Calcium,_Total_max",-0.044170885795546073,0.9567904416063904,0.06366505088342271,-0.16895209260096453,0.0806103210098724,0.8445493625801975,1.0839484223308753,0.0,-0.6938011543637581,0.4878069185993985,1.0356178747642164
"Calcium,_Total_mean",0.21174217387387834,1.235829214940489,0.3004375714427932,-0.37710464575667574,0.8005889935044324,0.6858442994449626,2.2268521437539275,0.0,0.7047792752984509,0.4809476078336975,1.056048352732676
"Calcium,_Total_median",-0.17144878262017343,0.8424434146594368,0.24116991173787702,-0.6441331237811161,0.30123555854076917,0.5251175567794896,1.35152766792956,0.0,-0.7109045294444435,0.47714339901851477,1.0675051809372704
Creatinine_max,-0.018241728900251962,0.981923644345006,0.019786036909725857,-0.05702164864009483,0.02053819083959091,0.9445736204108267,1.0207505508193488,0.0,-0.9219496043336103,0.3565548632037666,1.4878040132190269
