covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
subject_id,-1.5694103892209474e-08,0.9999999843058962,1.0297502986671524e-08,-3.58768388767793e-08,4.488631092360353e-09,0.9999999641231617,1.0000000044886312,0.0,-1.5240688847114674,0.12749150443027005,2.9715269805457756
gender,0.168776875658167,1.1838559623705265,0.07167026943686874,0.02830572879962248,0.3092480225167116,1.0287101426665817,1.3624002345376842,0.0,2.35490778790549,0.0185273026604007,5.754203331168409
anchor_age,0.344079615815695,1.410690944347067,0.01487181257191285,0.31493139878991583,0.3732278328414742,1.3701653127343687,1.4524152100240963,0.0,23.136360423579397,1.9945089402992834e-118,390.9914816064516
disch_age,-0.3471906629240871,0.7066705795333046,0.014847634624648592,-0.37629149204400825,-0.318089833804166,0.6864022230914679,0.7275374280240207,0.0,-23.38356726179907,6.2810795580722744e-121,399.302286938301
CKD_stage_first,-0.9929773536982718,0.37047202109942057,0.047647867544171156,-1.0863654580249822,-0.8995892493715614,0.3374407100510015,0.4067366927859574,0.0,-20.839911729055846,1.881854480885656e-96,317.99294203681717
eGFR_first,-0.02989643415758093,0.9705460437623346,0.01393268403515845,-0.057203993074467684,-0.0025888752406941773,0.9444013983706318,0.9974144730067902,0.0,-2.145777086607199,0.03189076756883968,4.970717367994147
eGFR_last,0.031331514135541055,1.0318275125988958,0.01415655603780479,0.0035851741563206196,0.05907785411476149,1.0035916085803986,1.06085782967239,0.0,2.213215845144179,0.026882768200245644,5.21717448532102
eGFR_min,-0.008767658325594962,0.9912706655054573,0.013698069629001726,-0.035615381456160285,0.01808006480497036,0.9650113833875863,1.0182444986734158,0.0,-0.6400652473712036,0.5221301813549939,0.937518539854688
eGFR_max,0.006280629199364496,1.0063003937071169,0.013931865980372271,-0.021025326359603965,0.033586584758332955,0.9791941648318767,1.0341569820822658,0.0,0.4508103371230299,0.6521262503961546,0.6167768003876857
eGFR_mean,-0.011654623049613918,0.9884130289948513,0.013869792675283543,-0.038838917166207104,0.01552967106697927,0.9619056431542679,1.0156508830566184,0.0,-0.8402881948179993,0.4007468188132908,1.319237026785781
eGFR_median,-0.017368321051041854,0.9827816387983043,0.013896582149069185,-0.04460512157141968,0.009868479469335972,0.9563750591601174,1.00991733348556,0.0,-1.2498268181867447,0.21136281718097957,2.2422064938848063
"Albumin/Creatinine,_Urine_first",3.213267577964359e-05,1.0000321331920397,0.00012552806873476996,-0.00021389781798937394,0.00027816316954866113,0.999786125056518,1.0002782018605105,0.0,0.2559800059342678,0.7979662760361506,0.3256003188952484
"Albumin/Creatinine,_Urine_last",6.688711099886319e-05,1.0000668893479916,0.00012807288739316827,-0.00018413113568780057,0.000317905357685527,0.9998158858154094,1.000317955894949,0.0,0.5222581637714456,0.6014905938108842,0.7333859183646427
"Albumin/Creatinine,_Urine_min",4.47066692113871e-05,1.0000447076685695,0.00018560307112171245,-0.0003190686656071955,0.00040848200402996966,0.9996809822313861,1.0004085654441648,0.0,0.24087246477764326,0.8096539638098276,0.3046226453612062
"Albumin/Creatinine,_Urine_max",-2.5170387645891608e-05,0.9999748299291257,0.00014437555663650035,-0.0003081412789013551,0.0002578005036095719,0.9996919061917465,1.0002578337370154,0.0,-0.17433967516581786,0.8615985203810125,0.21491232253635678
"Albumin/Creatinine,_Urine_mean",0.00013686079454727163,1.000136870160413,0.000359027784026953,-0.0005668207315947811,0.0008405423206893244,0.9994333398809284,1.000840895675382,0.0,0.38119833794533625,0.7030560823125696,0.5082883181826036
"Albumin/Creatinine,_Urine_median",-0.00023606074950494938,0.9997639671106415,0.00021660887039630383,-0.0006606063342136093,0.00018848483520371044,0.9993396118181105,1.0001885025995862,0.0,-1.0898018584052294,0.27580043516579644,1.8583033617082712
